Cluster	index	index	Absolute_Count	Relative_Value
0	451	25938	1	5.1150895140664964e-05
0	468	37771	1	5.1150895140664964e-05
0	472	30054	1	5.1150895140664964e-05
0	476	26758	1	5.1150895140664964e-05
0	481	20447	1	5.1150895140664964e-05
0	489	27584	1	5.1150895140664964e-05
0	491	27332	1	5.1150895140664964e-05
0	515	39005	1	5.1150895140664964e-05
0	519	32580	1	5.1150895140664964e-05
0	531	27159	1	5.1150895140664964e-05
0	546	20321	1	5.1150895140664964e-05
0	548	36476	1	5.1150895140664964e-05
0	553	37758	1	5.1150895140664964e-05
0	554	37989	1	5.1150895140664964e-05
0	566	36896	1	5.1150895140664964e-05
0	568	20090	1	5.1150895140664964e-05
0	590	36185	1	5.1150895140664964e-05
0	593	35936	1	5.1150895140664964e-05
0	602	22592	1	5.1150895140664964e-05
0	607	27198	1	5.1150895140664964e-05
0	616	24694	1	5.1150895140664964e-05
0	624	20703	1	5.1150895140664964e-05
0	640	26704	1	5.1150895140664964e-05
0	657	30423	1	5.1150895140664964e-05
0	665	39593	1	5.1150895140664964e-05
0	667	36064	1	5.1150895140664964e-05
0	668	38761	1	5.1150895140664964e-05
0	674	20420	1	5.1150895140664964e-05
0	685	38132	1	5.1150895140664964e-05
0	691	24020	1	5.1150895140664964e-05
0	692	25946	1	5.1150895140664964e-05
0	693	22800	1	5.1150895140664964e-05
0	695	24644	1	5.1150895140664964e-05
0	704	32473	1	5.1150895140664964e-05
0	712	35334	1	5.1150895140664964e-05
0	728	39772	1	5.1150895140664964e-05
0	729	23027	1	5.1150895140664964e-05
0	730	23640	1	5.1150895140664964e-05
0	733	28664	1	5.1150895140664964e-05
0	742	23062	1	5.1150895140664964e-05
0	753	39558	1	5.1150895140664964e-05
0	755	29247	1	5.1150895140664964e-05
0	756	23632	1	5.1150895140664964e-05
0	763	32400	1	5.1150895140664964e-05
0	768	29517	1	5.1150895140664964e-05
0	781	32070	1	5.1150895140664964e-05
0	783	36157	1	5.1150895140664964e-05
0	787	25472	1	5.1150895140664964e-05
0	789	23047	1	5.1150895140664964e-05
0	793	37348	1	5.1150895140664964e-05
0	795	31733	1	5.1150895140664964e-05
0	797	28297	1	5.1150895140664964e-05
0	800	27129	1	5.1150895140664964e-05
0	809	39182	1	5.1150895140664964e-05
0	816	33324	1	5.1150895140664964e-05
0	820	39958	1	5.1150895140664964e-05
0	822	28542	1	5.1150895140664964e-05
0	824	26533	1	5.1150895140664964e-05
0	838	21585	1	5.1150895140664964e-05
0	843	23093	1	5.1150895140664964e-05
0	845	34869	1	5.1150895140664964e-05
0	847	23997	1	5.1150895140664964e-05
0	849	20206	1	5.1150895140664964e-05
0	850	23339	1	5.1150895140664964e-05
0	851	27122	1	5.1150895140664964e-05
0	859	32479	1	5.1150895140664964e-05
0	869	39474	1	5.1150895140664964e-05
0	870	29232	1	5.1150895140664964e-05
0	876	21931	1	5.1150895140664964e-05
0	879	33240	1	5.1150895140664964e-05
0	887	39567	1	5.1150895140664964e-05
0	895	31883	1	5.1150895140664964e-05
0	897	37977	1	5.1150895140664964e-05
0	901	27804	1	5.1150895140664964e-05
0	905	28215	1	5.1150895140664964e-05
0	909	24971	1	5.1150895140664964e-05
0	915	23335	1	5.1150895140664964e-05
0	925	38124	1	5.1150895140664964e-05
0	945	25281	1	5.1150895140664964e-05
0	951	24222	1	5.1150895140664964e-05
0	959	33015	1	5.1150895140664964e-05
0	961	36065	1	5.1150895140664964e-05
0	982	35099	1	5.1150895140664964e-05
0	990	28969	1	5.1150895140664964e-05
0	993	33153	1	5.1150895140664964e-05
0	996	26086	1	5.1150895140664964e-05
0	997	25339	1	5.1150895140664964e-05
0	1011	39689	1	5.1150895140664964e-05
0	1026	29893	1	5.1150895140664964e-05
0	1028	27453	1	5.1150895140664964e-05
0	1030	33146	1	5.1150895140664964e-05
0	1035	30248	1	5.1150895140664964e-05
0	1039	39010	1	5.1150895140664964e-05
0	1042	31603	1	5.1150895140664964e-05
0	1044	30296	1	5.1150895140664964e-05
0	1051	32119	1	5.1150895140664964e-05
0	1057	39823	1	5.1150895140664964e-05
0	1058	35807	1	5.1150895140664964e-05
0	1059	20850	1	5.1150895140664964e-05
0	1070	37005	1	5.1150895140664964e-05
0	1075	34731	1	5.1150895140664964e-05
0	1076	25439	1	5.1150895140664964e-05
0	1077	31119	1	5.1150895140664964e-05
0	1078	28058	1	5.1150895140664964e-05
0	1086	28221	1	5.1150895140664964e-05
0	1087	38125	1	5.1150895140664964e-05
0	1091	24370	1	5.1150895140664964e-05
0	1095	34160	1	5.1150895140664964e-05
0	1097	36209	1	5.1150895140664964e-05
0	1098	24207	1	5.1150895140664964e-05
0	1106	28988	1	5.1150895140664964e-05
0	1114	34884	1	5.1150895140664964e-05
0	1118	25542	1	5.1150895140664964e-05
0	1119	22079	1	5.1150895140664964e-05
0	1125	35667	1	5.1150895140664964e-05
0	1126	37747	1	5.1150895140664964e-05
0	1131	30869	1	5.1150895140664964e-05
0	1133	26503	1	5.1150895140664964e-05
0	1134	33309	1	5.1150895140664964e-05
0	1136	20967	1	5.1150895140664964e-05
0	1153	26154	1	5.1150895140664964e-05
0	1166	29062	1	5.1150895140664964e-05
0	1167	23862	1	5.1150895140664964e-05
0	1171	31271	1	5.1150895140664964e-05
0	1176	25555	1	5.1150895140664964e-05
0	1178	32750	1	5.1150895140664964e-05
0	1181	32702	1	5.1150895140664964e-05
0	1184	23408	1	5.1150895140664964e-05
0	1187	39799	1	5.1150895140664964e-05
0	1194	21483	1	5.1150895140664964e-05
0	1197	23830	1	5.1150895140664964e-05
0	1199	21427	1	5.1150895140664964e-05
0	1210	22440	1	5.1150895140664964e-05
0	1212	28406	1	5.1150895140664964e-05
0	1214	21908	1	5.1150895140664964e-05
0	1225	25431	1	5.1150895140664964e-05
0	1233	34771	1	5.1150895140664964e-05
0	1235	24376	1	5.1150895140664964e-05
0	1244	37742	1	5.1150895140664964e-05
0	1245	37970	1	5.1150895140664964e-05
0	1260	30739	1	5.1150895140664964e-05
0	1263	23698	1	5.1150895140664964e-05
0	1274	27283	1	5.1150895140664964e-05
0	1289	27077	1	5.1150895140664964e-05
0	1306	20337	1	5.1150895140664964e-05
0	1308	36171	1	5.1150895140664964e-05
0	1316	28897	1	5.1150895140664964e-05
0	1317	28002	1	5.1150895140664964e-05
0	1319	29030	1	5.1150895140664964e-05
0	1325	21262	1	5.1150895140664964e-05
0	1329	28904	1	5.1150895140664964e-05
0	1334	20573	1	5.1150895140664964e-05
0	1341	22460	1	5.1150895140664964e-05
0	1342	35888	1	5.1150895140664964e-05
0	1345	22730	1	5.1150895140664964e-05
0	1351	25509	1	5.1150895140664964e-05
0	1359	33633	1	5.1150895140664964e-05
0	1366	29164	1	5.1150895140664964e-05
0	1367	36334	1	5.1150895140664964e-05
0	1380	21530	1	5.1150895140664964e-05
0	1392	25615	1	5.1150895140664964e-05
0	1402	39661	1	5.1150895140664964e-05
0	1404	30245	1	5.1150895140664964e-05
0	1407	28964	1	5.1150895140664964e-05
0	1414	26766	1	5.1150895140664964e-05
0	1418	34168	1	5.1150895140664964e-05
0	1419	31473	1	5.1150895140664964e-05
0	1429	23232	1	5.1150895140664964e-05
0	1430	21117	1	5.1150895140664964e-05
0	1435	20829	1	5.1150895140664964e-05
0	1436	20953	1	5.1150895140664964e-05
0	1453	21009	1	5.1150895140664964e-05
0	1456	26989	1	5.1150895140664964e-05
0	1461	36121	1	5.1150895140664964e-05
0	1474	34103	1	5.1150895140664964e-05
0	1488	37414	1	5.1150895140664964e-05
0	1497	34063	1	5.1150895140664964e-05
0	1517	39471	1	5.1150895140664964e-05
0	1520	20328	1	5.1150895140664964e-05
0	1528	31855	1	5.1150895140664964e-05
0	1532	33359	1	5.1150895140664964e-05
0	1550	38566	1	5.1150895140664964e-05
0	1561	35243	1	5.1150895140664964e-05
0	1574	33987	1	5.1150895140664964e-05
0	1578	22239	1	5.1150895140664964e-05
0	1583	21290	1	5.1150895140664964e-05
0	1586	36495	1	5.1150895140664964e-05
0	1590	25787	1	5.1150895140664964e-05
0	1601	23654	1	5.1150895140664964e-05
0	1607	39447	1	5.1150895140664964e-05
0	1615	39186	1	5.1150895140664964e-05
0	1623	25535	1	5.1150895140664964e-05
0	1627	30574	1	5.1150895140664964e-05
0	1642	20061	1	5.1150895140664964e-05
0	1653	22456	1	5.1150895140664964e-05
0	1658	30953	1	5.1150895140664964e-05
0	1662	23844	1	5.1150895140664964e-05
0	1665	28563	1	5.1150895140664964e-05
0	1668	24500	1	5.1150895140664964e-05
0	1669	20561	1	5.1150895140664964e-05
0	1676	20924	1	5.1150895140664964e-05
0	1678	21568	1	5.1150895140664964e-05
0	1683	34774	1	5.1150895140664964e-05
0	1686	34034	1	5.1150895140664964e-05
0	1695	23409	1	5.1150895140664964e-05
0	1699	34119	1	5.1150895140664964e-05
0	1701	30612	1	5.1150895140664964e-05
0	1708	20906	1	5.1150895140664964e-05
0	1718	37710	1	5.1150895140664964e-05
0	1740	35769	1	5.1150895140664964e-05
0	1761	30340	1	5.1150895140664964e-05
0	1764	20138	1	5.1150895140664964e-05
0	1769	39100	1	5.1150895140664964e-05
0	1772	21949	1	5.1150895140664964e-05
0	1776	28258	1	5.1150895140664964e-05
0	1787	23179	1	5.1150895140664964e-05
0	1791	28342	1	5.1150895140664964e-05
0	1792	25063	1	5.1150895140664964e-05
0	1798	32356	1	5.1150895140664964e-05
0	1806	25723	1	5.1150895140664964e-05
0	1813	31913	1	5.1150895140664964e-05
0	1824	25629	1	5.1150895140664964e-05
0	1829	26049	1	5.1150895140664964e-05
0	1831	24219	1	5.1150895140664964e-05
0	1834	23130	1	5.1150895140664964e-05
0	1841	28265	1	5.1150895140664964e-05
0	1843	32608	1	5.1150895140664964e-05
0	1844	27034	1	5.1150895140664964e-05
0	1845	26818	1	5.1150895140664964e-05
0	1846	24763	1	5.1150895140664964e-05
0	1848	30419	1	5.1150895140664964e-05
0	1855	20274	1	5.1150895140664964e-05
0	1856	21250	1	5.1150895140664964e-05
0	1859	31710	1	5.1150895140664964e-05
0	1864	33823	1	5.1150895140664964e-05
0	1869	21614	1	5.1150895140664964e-05
0	1881	21588	1	5.1150895140664964e-05
0	1882	24293	1	5.1150895140664964e-05
0	1888	38224	1	5.1150895140664964e-05
0	1889	27571	1	5.1150895140664964e-05
0	1893	24365	1	5.1150895140664964e-05
0	1901	30641	1	5.1150895140664964e-05
0	1926	25230	1	5.1150895140664964e-05
0	1932	28991	1	5.1150895140664964e-05
0	1940	28017	1	5.1150895140664964e-05
0	1981	34560	1	5.1150895140664964e-05
0	1982	27569	1	5.1150895140664964e-05
0	1984	20405	1	5.1150895140664964e-05
0	1991	26966	1	5.1150895140664964e-05
0	1997	36701	1	5.1150895140664964e-05
0	2003	28835	1	5.1150895140664964e-05
0	2007	23244	1	5.1150895140664964e-05
0	2011	28903	1	5.1150895140664964e-05
0	2018	22205	1	5.1150895140664964e-05
0	2019	27540	1	5.1150895140664964e-05
0	2021	21861	1	5.1150895140664964e-05
0	2037	23789	1	5.1150895140664964e-05
0	2040	36372	1	5.1150895140664964e-05
0	2042	32342	1	5.1150895140664964e-05
0	2047	20128	1	5.1150895140664964e-05
0	2057	22948	1	5.1150895140664964e-05
0	2061	37599	1	5.1150895140664964e-05
0	2062	23597	1	5.1150895140664964e-05
0	2077	20540	1	5.1150895140664964e-05
0	2078	30098	1	5.1150895140664964e-05
0	2087	30187	1	5.1150895140664964e-05
0	2088	22131	1	5.1150895140664964e-05
0	2096	33745	1	5.1150895140664964e-05
0	2107	20349	1	5.1150895140664964e-05
0	2116	35101	1	5.1150895140664964e-05
0	2123	32911	1	5.1150895140664964e-05
0	2125	21721	1	5.1150895140664964e-05
0	2134	32465	1	5.1150895140664964e-05
0	2135	26827	1	5.1150895140664964e-05
0	2137	29862	1	5.1150895140664964e-05
0	2151	39512	1	5.1150895140664964e-05
0	2159	35684	1	5.1150895140664964e-05
0	2161	34623	1	5.1150895140664964e-05
0	2162	25876	1	5.1150895140664964e-05
0	2175	33487	1	5.1150895140664964e-05
0	2177	36186	1	5.1150895140664964e-05
0	2187	25642	1	5.1150895140664964e-05
0	2188	32071	1	5.1150895140664964e-05
0	2211	34618	1	5.1150895140664964e-05
0	2214	30012	1	5.1150895140664964e-05
0	2217	36952	1	5.1150895140664964e-05
0	2219	27324	1	5.1150895140664964e-05
0	2220	24831	1	5.1150895140664964e-05
0	2223	23829	1	5.1150895140664964e-05
0	2235	21475	1	5.1150895140664964e-05
0	2249	23840	1	5.1150895140664964e-05
0	2261	39042	1	5.1150895140664964e-05
0	2264	29786	1	5.1150895140664964e-05
0	2268	23728	1	5.1150895140664964e-05
0	2273	23003	1	5.1150895140664964e-05
0	2285	25035	1	5.1150895140664964e-05
0	2298	33056	1	5.1150895140664964e-05
0	2302	21189	1	5.1150895140664964e-05
0	2304	27286	1	5.1150895140664964e-05
0	2310	27088	1	5.1150895140664964e-05
0	2317	22536	1	5.1150895140664964e-05
0	2342	31571	1	5.1150895140664964e-05
0	2346	33437	1	5.1150895140664964e-05
0	2348	31568	1	5.1150895140664964e-05
0	2349	37650	1	5.1150895140664964e-05
0	2351	28007	1	5.1150895140664964e-05
0	2356	31531	1	5.1150895140664964e-05
0	2357	30418	1	5.1150895140664964e-05
0	2358	28859	1	5.1150895140664964e-05
0	2367	26104	1	5.1150895140664964e-05
0	2381	28565	1	5.1150895140664964e-05
0	2388	38267	1	5.1150895140664964e-05
0	2393	37070	1	5.1150895140664964e-05
0	2399	24422	1	5.1150895140664964e-05
0	2401	33360	1	5.1150895140664964e-05
0	2402	36365	1	5.1150895140664964e-05
0	2407	29627	1	5.1150895140664964e-05
0	2409	27861	1	5.1150895140664964e-05
0	2413	28220	1	5.1150895140664964e-05
0	2421	21909	1	5.1150895140664964e-05
0	2428	34625	1	5.1150895140664964e-05
0	2456	28795	1	5.1150895140664964e-05
0	2467	33994	1	5.1150895140664964e-05
0	2472	27542	1	5.1150895140664964e-05
0	2475	29408	1	5.1150895140664964e-05
0	2491	20666	1	5.1150895140664964e-05
0	2502	33996	1	5.1150895140664964e-05
0	2504	23605	1	5.1150895140664964e-05
0	2515	36657	1	5.1150895140664964e-05
0	2519	23651	1	5.1150895140664964e-05
0	2520	29092	1	5.1150895140664964e-05
0	2521	22735	1	5.1150895140664964e-05
0	2522	27126	1	5.1150895140664964e-05
0	2537	31320	1	5.1150895140664964e-05
0	2559	25028	1	5.1150895140664964e-05
0	2561	31764	1	5.1150895140664964e-05
0	2579	20446	1	5.1150895140664964e-05
0	2589	24897	1	5.1150895140664964e-05
0	2603	23458	1	5.1150895140664964e-05
0	2604	26171	1	5.1150895140664964e-05
0	2613	27874	1	5.1150895140664964e-05
0	2617	30528	1	5.1150895140664964e-05
0	2620	32353	1	5.1150895140664964e-05
0	2650	21105	1	5.1150895140664964e-05
0	2659	31340	1	5.1150895140664964e-05
0	2666	20112	1	5.1150895140664964e-05
0	2670	20244	1	5.1150895140664964e-05
0	2677	29798	1	5.1150895140664964e-05
0	2697	31377	1	5.1150895140664964e-05
0	2698	23490	1	5.1150895140664964e-05
0	2715	21466	1	5.1150895140664964e-05
0	2717	36872	1	5.1150895140664964e-05
0	2718	32436	1	5.1150895140664964e-05
0	2720	21666	1	5.1150895140664964e-05
0	2721	36192	1	5.1150895140664964e-05
0	2727	39842	1	5.1150895140664964e-05
0	2741	22629	1	5.1150895140664964e-05
0	2750	27362	1	5.1150895140664964e-05
0	2755	37581	1	5.1150895140664964e-05
0	2764	31617	1	5.1150895140664964e-05
0	2771	27035	1	5.1150895140664964e-05
0	2772	30920	1	5.1150895140664964e-05
0	2792	25634	1	5.1150895140664964e-05
0	2810	22797	1	5.1150895140664964e-05
0	2811	20837	1	5.1150895140664964e-05
0	2814	28527	1	5.1150895140664964e-05
0	2818	39876	1	5.1150895140664964e-05
0	2827	34940	1	5.1150895140664964e-05
0	2839	23118	1	5.1150895140664964e-05
0	2845	33474	1	5.1150895140664964e-05
0	2854	22990	1	5.1150895140664964e-05
0	2857	39396	1	5.1150895140664964e-05
0	2860	31569	1	5.1150895140664964e-05
0	2875	20253	1	5.1150895140664964e-05
0	2894	33202	1	5.1150895140664964e-05
0	2896	25157	1	5.1150895140664964e-05
0	2900	24453	1	5.1150895140664964e-05
0	2901	24114	1	5.1150895140664964e-05
0	2902	34933	1	5.1150895140664964e-05
0	2906	30756	1	5.1150895140664964e-05
0	2926	31370	1	5.1150895140664964e-05
0	2928	20082	1	5.1150895140664964e-05
0	2931	25793	1	5.1150895140664964e-05
0	2940	22950	1	5.1150895140664964e-05
0	2944	26767	1	5.1150895140664964e-05
0	2965	35193	1	5.1150895140664964e-05
0	2966	30912	1	5.1150895140664964e-05
0	2978	23856	1	5.1150895140664964e-05
0	2993	36484	1	5.1150895140664964e-05
0	2997	28022	1	5.1150895140664964e-05
0	2998	31396	1	5.1150895140664964e-05
0	3000	23596	1	5.1150895140664964e-05
0	3012	34443	1	5.1150895140664964e-05
0	3027	23737	1	5.1150895140664964e-05
0	3037	27481	1	5.1150895140664964e-05
0	3045	39976	1	5.1150895140664964e-05
0	3051	33449	1	5.1150895140664964e-05
0	3057	30189	1	5.1150895140664964e-05
0	3060	37621	1	5.1150895140664964e-05
0	3065	34470	1	5.1150895140664964e-05
0	3068	39968	1	5.1150895140664964e-05
0	3069	23583	1	5.1150895140664964e-05
0	3073	30104	1	5.1150895140664964e-05
0	3078	21818	1	5.1150895140664964e-05
0	3081	30537	1	5.1150895140664964e-05
0	3084	28138	1	5.1150895140664964e-05
0	3096	24081	1	5.1150895140664964e-05
0	3118	26302	1	5.1150895140664964e-05
0	3123	36332	1	5.1150895140664964e-05
0	3128	25608	1	5.1150895140664964e-05
0	3134	28503	1	5.1150895140664964e-05
0	3146	34007	1	5.1150895140664964e-05
0	3149	37243	1	5.1150895140664964e-05
0	3151	34348	1	5.1150895140664964e-05
0	3169	35623	1	5.1150895140664964e-05
0	3175	22664	1	5.1150895140664964e-05
0	3181	27228	1	5.1150895140664964e-05
0	3196	21497	1	5.1150895140664964e-05
0	3197	25836	1	5.1150895140664964e-05
0	3198	34345	1	5.1150895140664964e-05
0	3202	27864	1	5.1150895140664964e-05
0	3207	39683	1	5.1150895140664964e-05
0	3213	28894	1	5.1150895140664964e-05
0	3237	28421	1	5.1150895140664964e-05
0	3238	24742	1	5.1150895140664964e-05
0	3239	29424	1	5.1150895140664964e-05
0	3240	23648	1	5.1150895140664964e-05
0	3247	27956	1	5.1150895140664964e-05
0	3255	24469	1	5.1150895140664964e-05
0	3260	31129	1	5.1150895140664964e-05
0	3263	32369	1	5.1150895140664964e-05
0	3265	28442	1	5.1150895140664964e-05
0	3296	25777	1	5.1150895140664964e-05
0	3300	23361	1	5.1150895140664964e-05
0	3301	24387	1	5.1150895140664964e-05
0	3308	31901	1	5.1150895140664964e-05
0	3315	27597	1	5.1150895140664964e-05
0	3334	36804	1	5.1150895140664964e-05
0	3348	36729	1	5.1150895140664964e-05
0	3349	22197	1	5.1150895140664964e-05
0	3358	38977	1	5.1150895140664964e-05
0	3360	25937	1	5.1150895140664964e-05
0	3366	38856	1	5.1150895140664964e-05
0	3375	37360	1	5.1150895140664964e-05
0	3385	34187	1	5.1150895140664964e-05
0	3399	24701	1	5.1150895140664964e-05
0	3402	29472	1	5.1150895140664964e-05
0	3412	21679	1	5.1150895140664964e-05
0	3431	26408	1	5.1150895140664964e-05
0	3434	38211	1	5.1150895140664964e-05
0	3447	31029	1	5.1150895140664964e-05
0	3466	37173	1	5.1150895140664964e-05
0	3478	35306	1	5.1150895140664964e-05
0	3483	22310	1	5.1150895140664964e-05
0	3492	28792	1	5.1150895140664964e-05
0	3493	20603	1	5.1150895140664964e-05
0	3501	38895	1	5.1150895140664964e-05
0	3525	34221	1	5.1150895140664964e-05
0	3533	22308	1	5.1150895140664964e-05
0	3535	28497	1	5.1150895140664964e-05
0	3539	25873	1	5.1150895140664964e-05
0	3551	38432	1	5.1150895140664964e-05
0	3557	27004	1	5.1150895140664964e-05
0	3564	39062	1	5.1150895140664964e-05
0	3569	29794	1	5.1150895140664964e-05
0	3594	25718	1	5.1150895140664964e-05
0	3597	20302	1	5.1150895140664964e-05
0	3600	30200	1	5.1150895140664964e-05
0	3607	20435	1	5.1150895140664964e-05
0	3616	36364	1	5.1150895140664964e-05
0	3628	38976	1	5.1150895140664964e-05
0	3630	26544	1	5.1150895140664964e-05
0	3631	24356	1	5.1150895140664964e-05
0	3635	29461	1	5.1150895140664964e-05
0	3636	33807	1	5.1150895140664964e-05
0	3639	20580	1	5.1150895140664964e-05
0	3648	25293	1	5.1150895140664964e-05
0	3653	27880	1	5.1150895140664964e-05
0	3662	20940	1	5.1150895140664964e-05
0	3674	30498	1	5.1150895140664964e-05
0	3676	23129	1	5.1150895140664964e-05
0	3686	22286	1	5.1150895140664964e-05
0	3692	36646	1	5.1150895140664964e-05
0	3696	37880	1	5.1150895140664964e-05
0	3698	37372	1	5.1150895140664964e-05
0	3707	26301	1	5.1150895140664964e-05
0	3708	34964	1	5.1150895140664964e-05
0	3739	24339	1	5.1150895140664964e-05
0	3745	29782	1	5.1150895140664964e-05
0	3759	35295	1	5.1150895140664964e-05
0	3766	21682	1	5.1150895140664964e-05
0	3771	31065	1	5.1150895140664964e-05
0	3774	21650	1	5.1150895140664964e-05
0	3775	38699	1	5.1150895140664964e-05
0	3778	39767	1	5.1150895140664964e-05
0	3785	27386	1	5.1150895140664964e-05
0	3792	39404	1	5.1150895140664964e-05
0	3802	21855	1	5.1150895140664964e-05
0	3807	38970	1	5.1150895140664964e-05
0	3814	34446	1	5.1150895140664964e-05
0	3829	38349	1	5.1150895140664964e-05
0	3837	39554	1	5.1150895140664964e-05
0	3846	22918	1	5.1150895140664964e-05
0	3853	34289	1	5.1150895140664964e-05
0	3860	24181	1	5.1150895140664964e-05
0	3862	28681	1	5.1150895140664964e-05
0	3864	23398	1	5.1150895140664964e-05
0	3866	25076	1	5.1150895140664964e-05
0	3868	21246	1	5.1150895140664964e-05
0	3870	29555	1	5.1150895140664964e-05
0	3871	20511	1	5.1150895140664964e-05
0	3881	31583	1	5.1150895140664964e-05
0	3882	24870	1	5.1150895140664964e-05
0	3892	26840	1	5.1150895140664964e-05
0	3900	25206	1	5.1150895140664964e-05
0	3901	28184	1	5.1150895140664964e-05
0	3904	31727	1	5.1150895140664964e-05
0	3923	29414	1	5.1150895140664964e-05
0	3928	27522	1	5.1150895140664964e-05
0	3933	29053	1	5.1150895140664964e-05
0	3950	24349	1	5.1150895140664964e-05
0	3960	39543	1	5.1150895140664964e-05
0	3965	24534	1	5.1150895140664964e-05
0	3981	35780	1	5.1150895140664964e-05
0	3982	33695	1	5.1150895140664964e-05
0	3993	20954	1	5.1150895140664964e-05
0	3998	34219	1	5.1150895140664964e-05
0	4000	32966	1	5.1150895140664964e-05
0	4014	37237	1	5.1150895140664964e-05
0	4016	26098	1	5.1150895140664964e-05
0	4025	21352	1	5.1150895140664964e-05
0	4028	38831	1	5.1150895140664964e-05
0	4033	39987	1	5.1150895140664964e-05
0	4058	32323	1	5.1150895140664964e-05
0	4061	26480	1	5.1150895140664964e-05
0	4075	39056	1	5.1150895140664964e-05
0	4080	34260	1	5.1150895140664964e-05
0	4082	36128	1	5.1150895140664964e-05
0	4094	24359	1	5.1150895140664964e-05
0	4107	26274	1	5.1150895140664964e-05
0	4111	34924	1	5.1150895140664964e-05
0	4113	31128	1	5.1150895140664964e-05
0	4120	33577	1	5.1150895140664964e-05
0	4131	24278	1	5.1150895140664964e-05
0	4145	28608	1	5.1150895140664964e-05
0	4146	26824	1	5.1150895140664964e-05
0	4156	23697	1	5.1150895140664964e-05
0	4176	37593	1	5.1150895140664964e-05
0	4178	37169	1	5.1150895140664964e-05
0	4181	36308	1	5.1150895140664964e-05
0	4192	20198	1	5.1150895140664964e-05
0	4202	30047	1	5.1150895140664964e-05
0	4206	31069	1	5.1150895140664964e-05
0	4217	32234	1	5.1150895140664964e-05
0	4218	38268	1	5.1150895140664964e-05
0	4229	37428	1	5.1150895140664964e-05
0	4231	22731	1	5.1150895140664964e-05
0	4235	32854	1	5.1150895140664964e-05
0	4242	30847	1	5.1150895140664964e-05
0	4244	29863	1	5.1150895140664964e-05
0	4247	39916	1	5.1150895140664964e-05
0	4254	37741	1	5.1150895140664964e-05
0	4256	25131	1	5.1150895140664964e-05
0	4263	28586	1	5.1150895140664964e-05
0	4266	33562	1	5.1150895140664964e-05
0	4278	37039	1	5.1150895140664964e-05
0	4283	22853	1	5.1150895140664964e-05
0	4284	28214	1	5.1150895140664964e-05
0	4285	26587	1	5.1150895140664964e-05
0	4286	35285	1	5.1150895140664964e-05
0	4289	39358	1	5.1150895140664964e-05
0	4291	37083	1	5.1150895140664964e-05
0	4312	36584	1	5.1150895140664964e-05
0	4317	39170	1	5.1150895140664964e-05
0	4318	38671	1	5.1150895140664964e-05
0	4322	34275	1	5.1150895140664964e-05
0	4326	23149	1	5.1150895140664964e-05
0	4332	36947	1	5.1150895140664964e-05
0	4339	38354	1	5.1150895140664964e-05
0	4357	29459	1	5.1150895140664964e-05
0	4366	38346	1	5.1150895140664964e-05
0	4392	20948	1	5.1150895140664964e-05
0	4397	24600	1	5.1150895140664964e-05
0	4398	24685	1	5.1150895140664964e-05
0	4432	24389	1	5.1150895140664964e-05
